,degree,eigenvector,closeness,pagerank,betweenness,hubscore,authorities,radiality,clusterrank,dmnc,lobby,leverage,subgraph,topologicalcoeff,eccentricity,geodkpath,stress,informationcent,localbridge,,,,,,
6437,0,0.001729435,0.309906249,0.011641225,0,0,0.000144183,0.516154804,0,0,0,0.063345196,0,1,0.5,0.018515637,0,0.377237198,0.135916651,,,,,,
6438,0,0.001729435,0.309906249,0.011641225,0,0,0.000144183,0.516154804,0,0,0,0.063345196,0,1,0.5,0.018515637,0,0.572840862,0.135916651,,,,,,
6442,0,0.006953577,0.377093345,0.015193787,0,0,0.004874814,0.589562234,0,0,0,0.054636801,0,1,0.5,0.046678077,0.252762775,0.956247184,0.155334255,,,,,,
6446,0,0.00161912,0.305196783,0.012485198,0,0,4.64E-05,0.509434406,0,0,0,0.058718861,0,1,0.75,0.019915979,0.083314887,0.82568455,0.145625453,,,,,,
6448,0.019607843,0.004737812,0.414400064,0.036013707,0,6.00E-16,0.000335379,0.625866485,0,0.015873016,0.105263158,0.194424674,0,0.325711966,0.25,0.063326591,0,0.373362633,0.014254944,,,,,,
6456,0.019607843,0.004886224,0.445555207,0.042044962,0,6.00E-16,0.000388253,0.655708814,0,0.015873016,0.105263158,0.167625875,0,0.33337433,0.25,0.08324257,0.041685113,0.769662585,0.016844189,,,,,,
6454,0,0.001516801,0.326291071,0.012461102,0,0,0.000156297,0.534459666,0,0,0,0.068632435,0,1,0.5,0.025984129,0,0.715097476,0.12620785,,,,,,
6460,0,0.000811799,0.293660712,0.011355967,0,0,8.18E-05,0.496228588,0,0,0,0.068632435,0,1,0.5,0.018671231,0,0.190323196,0.12620785,,,,,,
6461,0.039215686,0.006072132,0.474036068,0.052028006,0,1.20E-15,0.000710306,0.680193623,0,0.031746032,0.210526316,0.298834694,0,0.190854359,0.5,0.106270422,0,0.373430743,0.00500857,,,,,,
6537,0,0.000463354,0.243488856,0.032914654,0,0,6.66E-05,0.432596283,0,0,0,0.174377224,0,1,0.5,0.007001712,0,0.190323196,0.048537436,,,,,,
6462,0.039215686,0.0084729,0.49537461,0.082906291,0,1.20E-15,0.000593704,0.699461898,0,0.031746032,0.210526316,0.298788267,0,0.196633971,0.5,0.124163684,0.04044392,0.808067135,0.004503323,,,,,,
6463,0,0.001257288,0.313977625,0.016092698,0,0,0.000149355,0.520196442,0,0,0,0.054636801,0,1,0.5,0.021938696,0.009039891,0.565050688,0.155334255,,,,,,
6464,0.029411765,0.005186943,0.464829901,0.043966359,0,9.02E-16,0.000572524,0.672251334,0,0.023809524,0.157894737,0.21686552,0,0.241425962,0.5,0.095690058,0.0232754,0.750501258,0.009374952,,,,,,
6467,0,0.001588128,0.3030425,0.011483131,0,0,0.000129727,0.507719059,0,0,0,0.068632435,0,1,0.5,0.016804108,0,0.838110405,0.12620785,,,,,,
6471,0.009803922,0.003067469,0.391906663,0.036495744,0,3.01E-16,0.000359662,0.603707968,0,0.007936508,0.052631579,0.116321262,0,0.494283975,0.5,0.053835382,0,0.182789102,0.037575886,,,,,,
6472,0.049019608,0.014518724,0.520340632,0.103408058,0,1.50E-15,0.005293707,0.720257537,0,0.03968254,0.263157895,0.328387115,0,0.167418739,0.25,0.154660028,0.002478697,0.751808004,0.003487923,,,,,,
6473,0.009803922,0.002874573,0.383358166,0.022884332,0,3.01E-16,0.000582897,0.595507202,0,0.007936508,0.052631579,0.138027453,0,0.494283975,0.5,0.047144858,0,0.188805038,0.031360325,,,,,,
6478,0,0.001840873,0.33968731,0.015465423,0,0,0.000349781,0.549521818,0,0,0,0.051008304,0,1,0.5,0.03034075,0.008960307,0.679068344,0.165043056,,,,,,
6475,0,0.002997025,0.364569155,0.013691605,0,0,7.44E-05,0.576215429,0,0,0,0.058718861,0,1,0.5,0.038898397,0,0.573784501,0.145625453,,,,,,
6476,0,0.002997025,0.364569155,0.013691605,0,0,7.44E-05,0.576215429,0,0,0,0.058718861,0,1,0.5,0.038898397,0.070500293,0.791416027,0.145625453,,,,,,
6477,0.039215686,0.008265831,0.485619779,0.05452986,0,1.20E-15,0.000544822,0.691120145,0,0.031746032,0.210526316,0.297733186,0,0.190854359,0.25,0.114983663,0.032538759,0.793037909,0.005014238,,,,,,
6483,0,0.001221351,0.297437772,0.012727531,0,0,5.62E-05,0.500176234,0,0,0,0.058718861,0,1,0.5,0.018671231,0.025598092,0.57604899,0.145625453,,,,,,
6485,0,0.001221351,0.297437772,0.012727531,0,0,5.62E-05,0.500176234,0,0,0,0.058718861,0,1,0.5,0.018671231,0,0.191514037,0.145625453,,,,,,
6480,0.019607843,0.004042681,0.403312331,0.03248948,0,6.00E-16,0.00034859,0.615292431,0,0.015873016,0.105263158,0.204338248,0,0.325711966,0.5,0.054768944,0.059390693,0.816147627,0.01342699,,,,,,
6481,0,0.001199175,0.303879425,0.00852183,0,0,0.000275973,0.508893954,0,0,0,0.081850534,0,1,0.5,0.017582076,0,0.885064257,0.106790246,,,,,,
6487,0.058823529,0.00912954,0.506978911,0.072037314,0,1.81E-15,0.002002919,0.707897643,0,0.047619048,0.315789474,0.376700842,0,0.136498487,0.5,0.136922359,6.38E-05,0.630085848,0.002560367,,,,,,
6488,0.009803922,0.001760225,0.35455392,0.028774945,0,3.01E-16,0.000266483,0.565147919,0,0.007936508,0.052631579,0.154041688,0,0.494283975,0.5,0.035786526,0,0.368011197,0.027853467,,,,,,
6489,0,0.000677087,0.27997379,0.008314573,0,0,6.96E-05,0.479192612,0,0,0,0.081850534,0,1,0.5,0.015248172,0,0.185087056,0.106790246,,,,,,
8075,0,0.000780822,0.297210676,0.010378507,0,0,3.52E-05,0.500646192,0,0,0,0.068632435,0,1,0.5,0.019760386,0,0.74314431,0.12620785,,,,,,
6490,0,0.000430845,0.225635076,0.008439711,0,0,7.79E-05,0.406349132,0,0,0,0.081850534,0,1,0.75,0.007624086,0,0.367597482,0.106790246,,,,,,
6491,0.019607843,0.003122465,0.393114814,0.065415246,0,6.00E-16,0.000189268,0.604647884,0,0.015873016,0.105263158,0.204338248,0,0.325711966,0.25,0.052590633,0.005657311,0.576614238,0.01342699,,,,,,
6492,0,0.000430845,0.225635076,0.008439711,0,0,7.79E-05,0.406349132,0,0,0,0.081850534,0,1,0.75,0.007624086,0.046419039,0.822557109,0.106790246,,,,,,
6494,0,0.002558215,0.347926351,0.014814014,0,0,0.000186,0.55809855,0,0,0,0.054636801,0,1,0.5,0.034541777,0,0.189481047,0.155334255,,,,,,
6495,0,0.000869733,0.303906273,0.017336521,0,0,0.000171973,0.508470992,0,0,0,0.081850534,0,1,0.75,0.01820445,0.021256288,0.788934707,0.106790246,,,,,,
6497,0,0.001938929,0.30747178,0.014571875,0,0,0.00021388,0.512371643,0,0,0,0.058718861,0,1,0.5,0.023027851,0,0.185334422,0.145625453,,,,,,
6498,0,0.001938929,0.30747178,0.014571875,0,0,0.00021388,0.512371643,0,0,0,0.058718861,0,1,0.5,0.023027851,0,0.77435082,0.145625453,,,,,,
6499,0,0.001938929,0.30747178,0.014571875,0,0,0.00021388,0.512371643,0,0,0,0.058718861,0,1,0.5,0.023027851,0,0.240527749,0.145625453,,,,,,
6500,0.058823529,0.007956824,0.502000968,0.099440917,0,1.81E-15,0.000640684,0.703151068,0,0.047619048,0.315789474,0.37112662,0,0.133058242,0.5,0.130854209,0,0.618509579,0.0025741,,,,,,
6501,0,0.001938929,0.30747178,0.014571875,0,0,0.00021388,0.512371643,0,0,0,0.058718861,0,1,0.5,0.023027851,0,0.569579301,0.145625453,,,,,,
6502,0,0.001938929,0.30747178,0.014571875,0,0,0.00021388,0.512371643,0,0,0,0.058718861,0,1,0.5,0.023027851,0.032362726,0.793699023,0.145625453,,,,,,
6503,0,0.001171114,0.314162935,0.011798396,0,0,4.85E-05,0.520290434,0,0,0,0.063345196,0,1,0.5,0.024583787,0.037501423,0.763454963,0.135916651,,,,,,
6529,0,0.001785987,0.290690903,0.011289583,0,0,9.98E-05,0.492633409,0,0,0,0.068632435,0,1,0.5,0.013069862,0,0.17675643,0.12620785,,,,,,
6530,0,0.001785987,0.290690903,0.011289583,0,0,9.98E-05,0.492633409,0,0,0,0.068632435,0,1,0.5,0.013069862,0,0.17675643,0.12620785,,,,,,
6531,0.039215686,0.005616947,0.456270503,0.068486475,0,1.20E-15,0.000417663,0.663345631,0,0.031746032,0.210526316,0.293139838,0,0.194117043,0.5,0.090555469,0,0.17675643,0.005102452,,,,,,
6517,0.009803922,0.001525679,0.333664725,0.017296384,0,3.01E-16,0.000213342,0.542401955,0,0.007936508,0.052631579,0.160142349,0,0.494283975,0.5,0.026295317,0,0.17675643,0.026692632,,,,,,
6518,0,0.000601819,0.261017636,0.00898135,0,0,8.95E-06,0.454402331,0,0,0,0.081850534,0,1,0.5,0.011202738,0,0.151753763,0.106790246,,,,,,
6520,0,0.000601819,0.261017636,0.00898135,0,0,8.95E-06,0.454402331,0,0,0,0.081850534,0,1,0.5,0.011202738,0.049423728,0.827656135,0.106790246,,,,,,
6521,0.009803922,0.001348334,0.328131456,0.0174088,0,3.01E-16,9.72E-05,0.535893038,0,0.007936508,0.052631579,0.160142349,0,0.494283975,0.5,0.024117006,0.018791294,0.737166187,0.026692632,,,,,,
6522,0,0.000601819,0.261017636,0.00898135,0,0,8.95E-06,0.454402331,0,0,0,0.081850534,0,1,0.5,0.011202738,0,0.3643509,0.106790246,,,,,,
6510,0.019607843,0.004767158,0.417196675,0.03880684,0,6.00E-16,0.000154451,0.62826327,0,0.015873016,0.105263158,0.190342614,0,0.325711966,0.5,0.063482185,0,0.181132403,0.014608828,,,,,,
6513,0,0.001377618,0.292648167,0.009712834,0,0,2.12E-05,0.494771718,0,0,0,0.074733096,0,1,0.5,0.016648514,0,0.57407616,0.116499048,,,,,,
6506,0,0.001403609,0.331352586,0.023901744,0,0,2.40E-05,0.540193153,0,0,0,0.042196238,0,1,0.5,0.029873969,0,0.374051621,0.194169461,,,,,,
6507,0,0.001403609,0.331352586,0.023901744,0,0,2.40E-05,0.540193153,0,0,0,0.042196238,0,1,0.5,0.029873969,0,0.187313187,0.194169461,,,,,,
6509,0.009803922,0.002685327,0.348555559,0.016880058,0,3.01E-16,0.000859481,0.558192542,0,0.007936508,0.052631579,0.160142349,0,0.494283975,0.5,0.031741092,0,0.184230631,0.026692632,,,,,,
6528,0.009803922,0.004741606,0.419981174,0.042671809,0,3.01E-16,0.000242091,0.631811453,0,0.007936508,0.052631579,0.106993656,0,0.494283975,0.25,0.065349308,0,0.368005541,0.040770395,,,,,,
6523,0.009803922,0.004154824,0.393734937,0.027655272,0,3.01E-16,0.001047618,0.605681791,0,0.007936508,0.052631579,0.119949759,0,0.494283975,0.25,0.053990976,0,0.184230631,0.036401434,,,,,,
6524,0.019607843,0.002172899,0.384021892,0.037208053,0,6.00E-16,0.000253809,0.594896257,0,0.015873016,0.105263158,0.194424674,0,0.325711966,0.5,0.049011981,0.028589077,0.763068551,0.014254944,,,,,,
6525,0.049019608,0.004967524,0.481569598,0.096300206,0,1.50E-15,0.000604398,0.686420565,0,0.03968254,0.263157895,0.337314048,0,0.157139958,0.25,0.110471449,0,0.37311682,0.00349005,,,,,,
6526,0,0.001169055,0.315962141,0.015122357,0,0,0.00013005,0.522969194,0,0,0,0.058718861,0,1,0.5,0.022405477,0.000111207,0.326697489,0.145625453,,,,,,
6534,0,0.00084239,0.290908309,0.009917452,0,0,2.94E-05,0.492727401,0,0,0,0.074733096,0,1,0.5,0.015870546,0,0.371018225,0.116499048,,,,,,
6539,0,0.002690915,0.327347218,0.017067173,0,0,0.000163225,0.53575205,0,0,0,0.058718861,0,1,0.5,0.026917691,0,0.374020026,0.145625453,,,,,,
6550,0,0.000749902,0.267894102,0.010293435,0,0,0.000211042,0.463472519,0,0,0,0.081850534,0,1,0.5,0.013069862,0,0.188301169,0.106790246,,,,,,
6552,0,0.000749902,0.267894102,0.010293435,0,0,0.000211042,0.463472519,0,0,0,0.081850534,0,1,0.5,0.013069862,0.005381666,0.606377205,0.106790246,,,,,,
6546,0,0.001639552,0.310006777,0.011926232,0,0,5.76E-05,0.516060813,0,0,0,0.063345196,0,1,0.5,0.019138012,0.027117038,0.790652093,0.135916651,,,,,,
6547,0,0.001639552,0.310006777,0.011926232,0,0,5.76E-05,0.516060813,0,0,0,0.063345196,0,1,0.5,0.019138012,0,0.190843962,0.135916651,,,,,,
6548,0,0.001639552,0.310006777,0.011926232,0,0,5.76E-05,0.516060813,0,0,0,0.063345196,0,1,0.5,0.019138012,0,0.489861587,0.135916651,,,,,,
6553,0,0.002015764,0.305318305,0.010215686,0,0,0.00017585,0.510468313,0,0,0,0.074733096,0,1,0.5,0.016804108,0,0.486374131,0.116499048,,,,,,
6554,0,0.002015764,0.305318305,0.010215686,0,0,0.00017585,0.510468313,0,0,0,0.074733096,0,1,0.5,0.016804108,0.032501866,0.86287976,0.116499048,,,,,,
6558,0.009803922,0.001732236,0.323805127,0.017996417,0,3.01E-16,0.000179396,0.5307235,0,0.007936508,0.052631579,0.154041688,0,0.494283975,0.25,0.024583787,0.020733458,0.78439539,0.027853467,,,,,,
6559,0,0.000925561,0.266216014,0.008711931,0,0,4.77E-05,0.461874662,0,0,0,0.081850534,0,1,0.5,0.011047145,0.110627986,0.822606286,0.106790246,,,,,,
6561,0,0.000925561,0.266216014,0.008711931,0,0,4.77E-05,0.461874662,0,0,0,0.081850534,0,1,0.5,0.011047145,0,0.491231087,0.106790246,,,,,,
6563,0.009803922,0.001568944,0.333168748,0.018704139,0,3.01E-16,7.84E-05,0.541744014,0,0.007936508,0.052631579,0.154041688,0,0.494283975,0.25,0.027540065,0,0.496428827,0.027853467,,,,,,
6569,0.029411765,0.006716465,0.447173342,0.071985927,0,9.02E-16,0.000848527,0.656484245,0,0.023809524,0.157894737,0.264250484,0,0.241425962,0.25,0.086354442,0,0.488734659,0.007292408,,,,,,
6564,0.009803922,0.002695063,0.368080361,0.019933848,0,3.01E-16,0.000272471,0.579387645,0,0.007936508,0.052631579,0.148754448,0,0.494283975,0.5,0.039520772,0,0.184905846,0.028917566,,,,,,
6566,0.009803922,0.002169786,0.36910199,0.024847056,0,3.01E-16,0.000155252,0.580210071,0,0.007936508,0.052631579,0.125029656,0,0.494283975,0.5,0.042943831,0,0.186826543,0.034811199,,,,,,
9675,0.029411765,0.002762587,0.403493402,0.038310981,0,9.02E-16,0.000219282,0.613342106,0,0.023809524,0.157894737,0.276156584,0,0.241425962,0.25,0.061303874,0.01336483,0.78573592,0.006958438,,,,,,
9676,0,0.000743591,0.287275985,0.012630307,0,0,0.000106364,0.488286298,0,0,0,0.074733096,0,1,0.5,0.017893263,0.070044925,0.574270534,0.116499048,,,,,,
6570,0.009803922,0.003704626,0.383988584,0.026943434,0,3.01E-16,0.001859354,0.59496675,0,0.007936508,0.052631579,0.125029656,0,0.494283975,0.5,0.050879104,0,0.377056377,0.034811199,,,,,,
6571,0,0.001020395,0.307000632,0.013893189,0,0,4.82E-05,0.511384731,0,0,0,0.054636801,0,1,0.5,0.021783103,0.03659912,0.810500416,0.155334255,,,,,,
6572,0.019607843,0.00314344,0.406352994,0.033486763,0,6.00E-16,0.00028826,0.616937284,0,0.015873016,0.105263158,0.191178123,0,0.325711966,0.5,0.059903532,0,0.365896044,0.014521707,,,,,,
7058,0.049019608,0.00721506,0.500723174,0.068671641,0,1.50E-15,0.001264047,0.703550532,0,0.03968254,0.263157895,0.342044054,0,0.157139958,0.25,0.132410145,0,0.481187217,0.003393569,,,,,,
8184,0.019607843,0.004962952,0.446197132,0.03700488,0,6.00E-16,0.0009823,0.656672228,0,0.015873016,0.105263158,0.188917133,0,0.325711966,0.25,0.083553758,0,0.812444613,0.01458031,,,,,,
6578,0,0.00068197,0.280029504,0.009606566,0,0,4.89E-05,0.479075123,0,0,0,0.074733096,0,1,0.5,0.014936985,0,0.489973716,0.116499048,,,,,,
6576,0.019607843,0.002877908,0.407978396,0.027458253,0,6.00E-16,0.000394612,0.619757032,0,0.015873016,0.105263158,0.221962379,0,0.325711966,0.25,0.059747938,0,0.489865761,0.012198778,,,,,,
6573,0.039215686,0.005393016,0.455257958,0.05218518,0,1.20E-15,0.000500937,0.66301666,0,0.031746032,0.210526316,0.3090852,0,0.194466617,0.25,0.092578186,0,0.491069381,0.00478776,,,,,,
6574,0,0.000843015,0.286600753,0.011105603,0,0,3.33E-05,0.486664943,0,0,0,0.074733096,0,1,0.5,0.017115295,0.014227077,0.769624258,0.116499048,,,,,,
6582,0,0.000499845,0.264100691,0.008676476,0,0,8.42E-05,0.459125408,0,0,0,0.081850534,0,1,0.5,0.011825113,0.040575155,0.781193538,0.106790246,,,,,,
6619,0,0.00152149,0.31962535,0.013373526,0,0,0.000144915,0.527457293,0,0,0,0.058718861,0,1,0.25,0.022716664,0,0.680368394,0.145625453,,,,,,
6620,0.078431373,0.013278278,0.504217424,0.235624832,0,2.41E-15,0.007849565,0.705171887,0,0.063492063,0.368421053,0.510778839,0,0.104824507,0.25,0.135366423,0,0.185097545,0.001072705,,,,,,
6587,0.019607843,0.008590982,0.423863001,0.088678262,0,6.00E-16,0.000448868,0.635148154,0,0.015873016,0.105263158,0.187066599,0,0.333934991,0.5,0.063326591,0,0.190836599,0.014724023,,,,,,
6593,0,0.004308803,0.319855676,0.01928659,0,0,0.003640925,0.526070917,0,0,0,0.054636801,0,1,0.75,0.028006846,0,0.713331625,0.155334255,,,,,,
6594,0,0.004308803,0.319855676,0.01928659,0,0,0.003640925,0.526070917,0,0,0,0.054636801,0,1,0.75,0.028006846,0.019602418,0.778697946,0.155334255,,,,,,
6595,0,0.004308803,0.319855676,0.01928659,0,0,0.003640925,0.526070917,0,0,0,0.054636801,0,1,0.75,0.028006846,0,0.507509959,0.155334255,,,,,,
6596,0,0.004308803,0.319855676,0.01928659,0,0,0.003640925,0.526070917,0,0,0,0.054636801,0,1,0.75,0.028006846,0.018986301,0.7883493,0.155334255,,,,,,
6597,0,0.004308803,0.319855676,0.01928659,0,0,0.003640925,0.526070917,0,0,0,0.054636801,0,1,0.75,0.028006846,0.041664558,0.738944774,0.155334255,,,,,,
6598,0,0.004308803,0.319855676,0.01928659,0,0,0.003640925,0.526070917,0,0,0,0.054636801,0,1,0.75,0.028006846,0.000156006,0.379135106,0.155334255,,,,,,
6599,0,0.004308803,0.319855676,0.01928659,0,0,0.003640925,0.526070917,0,0,0,0.054636801,0,1,0.75,0.028006846,0.046548693,0.80125392,0.155334255,,,,,,
6588,0,0.003417903,0.347644147,0.013099283,0,0,0.00265788,0.558779989,0,0,0,0.063345196,0,1,0.5,0.034541777,0,0.185509754,0.135916651,,,,,,
6589,0.009803922,0.012695782,0.516642904,0.016155028,0,3.01E-16,0.00543354,0.718847663,0,0.007936508,0.052631579,0.075047101,0,0.494283975,0.25,0.147347129,0,0.185509754,0.056061757,,,,,,
6591,0.009803922,0.006478231,0.430869669,0.026456268,0,3.01E-16,0.002862621,0.642456,0,0.007936508,0.052631579,0.120403321,0,0.494283975,0.25,0.076085265,0,0.184138179,0.036239621,,,,,,
6592,0,0.003417903,0.347644147,0.013099283,0,0,0.00265788,0.558779989,0,0,0,0.063345196,0,1,0.5,0.034541777,0,0.565238765,0.135916651,,,,,,
6600,0.058823529,0.011784971,0.533294185,0.121731658,0,1.81E-15,0.003676038,0.730878586,0,0.047619048,0.315789474,0.351806671,0,0.133058242,0.5,0.162595301,0,0.184138179,0.00281979,,,,,,
6613,0.029411765,0.004459429,0.425025732,0.192654386,0,9.02E-16,0.000284998,0.635735602,0,0.023809524,0.157894737,0.354247037,0,0.241425962,0.25,0.066438463,0,0.184138179,0.003425676,,,,,,
6614,0.029411765,0.015603052,0.5451492,0.037658324,0,9.02E-16,0.002284405,0.741382146,0,0.023809524,0.157894737,0.199169632,0,0.241425962,0.25,0.179088222,0,0.753724057,0.009999039,,,,,,
6617,0,0.002357562,0.351805958,0.012260163,0,0,0.000198004,0.562939117,0,0,0,0.063345196,0,1,0.75,0.031741092,0.023751323,0.772689658,0.135916651,,,,,,
6618,0.019607843,0.004013522,0.419522138,0.028851,0,6.00E-16,0.000384676,0.631693963,0,0.015873016,0.105263158,0.213253985,0,0.325711966,0.25,0.063170997,0.029577288,0.786270492,0.012772534,,,,,,
6601,0,0.003029014,0.400355239,0.004586806,0,0,0.000250822,0.611885236,0,0,0,0.015760041,0,1,0.25,0.05679166,0,0.15916642,0.398054296,,,,,,
6602,0,0.003029014,0.400355239,0.004586806,0,0,0.000250822,0.611885236,0,0,0,0.015760041,0,1,0.25,0.05679166,0.103838054,0.814143972,0.398054296,,,,,,
6604,0,0.003029014,0.400355239,0.004586806,0,0,0.000250822,0.611885236,0,0,0,0.015760041,0,1,0.25,0.05679166,0,0.184358299,0.398054296,,,,,,
6605,0,0.003029014,0.400355239,0.004586806,0,0,0.000250822,0.611885236,0,0,0,0.015760041,0,1,0.25,0.05679166,0.028937454,0.74727648,0.398054296,,,,,,
6606,0,0.003029014,0.400355239,0.004586806,0,0,0.000250822,0.611885236,0,0,0,0.015760041,0,1,0.25,0.05679166,0,0.184742003,0.398054296,,,,,,
6608,0,0.003029014,0.400355239,0.004586806,0,0,0.000250822,0.611885236,0,0,0,0.015760041,0,1,0.25,0.05679166,0,0.437299206,0.398054296,,,,,,
6610,0,0.003029014,0.400355239,0.004586806,0,0,0.000250822,0.611885236,0,0,0,0.015760041,0,1,0.25,0.05679166,0.044714046,0.83601637,0.398054296,,,,,,
6611,0,0.003029014,0.400355239,0.004586806,0,0,0.000250822,0.611885236,0,0,0,0.015760041,0,1,0.25,0.05679166,0,0.367528111,0.398054296,,,,,,
6612,0,0.003029014,0.400355239,0.004586806,0,0,0.000250822,0.611885236,0,0,0,0.015760041,0,1,0.25,0.05679166,0,0.745731709,0.398054296,,,,,,
6632,0.009803922,0.002237334,0.371009596,0.031757512,0,3.01E-16,0.00042268,0.582019409,0,0.007936508,0.052631579,0.119949759,0,0.494283975,0.5,0.043566205,0,0.632735523,0.036401434,,,,,,
6623,0.009803922,0.003495699,0.37615771,0.028941705,0,3.01E-16,0.001593689,0.587752896,0,0.007936508,0.052631579,0.130316895,0,0.494283975,0.5,0.044966547,0,0.182500198,0.033280748,,,,,,
6624,0,0.001193428,0.313809877,0.018313107,0,0,9.62E-05,0.520384426,0,0,0,0.054636801,0,1,0.5,0.020849541,0.028210131,0.792433426,0.155334255,,,,,,
6626,0,0.001193428,0.313809877,0.018313107,0,0,9.62E-05,0.520384426,0,0,0,0.054636801,0,1,0.5,0.020849541,0,0.489579224,0.155334255,,,,,,
6627,0.039215686,0.006961927,0.496457404,0.069012241,0,1.20E-15,0.000599245,0.700918768,0,0.031746032,0.210526316,0.278566943,0,0.19689276,0.25,0.124941652,0,0.182500198,0.005476045,,,,,,
6629,0.009803922,0.004741196,0.397570739,0.032300976,0,3.01E-16,0.00028043,0.609746928,0,0.007936508,0.052631579,0.109446213,0,0.494283975,0.5,0.050412323,0,0.187815922,0.040005459,,,,,,
6635,0,0.00072445,0.28036924,0.010773192,0,0,6.19E-05,0.479169114,0,0,0,0.081850534,0,1,0.5,0.014936985,0,0.187815922,0.106790246,,,,,,
6637,0,0.001236215,0.320741451,0.026610598,0,0,7.09E-05,0.528561694,0,0,0,0.081850534,0,1,0.5,0.023961413,0.032277871,0.833272574,0.106790246,,,,,,
6639,0.009803922,0.007947734,0.396220275,0.021384073,0,3.01E-16,0.006491032,0.608219564,0,0.007936508,0.052631579,0.148754448,0,0.494283975,0.25,0.06285981,0,0.191958342,0.028917566,,,,,,
6641,0,0.001279412,0.285560351,0.011339767,0,0,7.53E-05,0.485419555,0,0,0,0.068632435,0,1,0.5,0.015559359,0,0.191958342,0.12620785,,,,,,
6642,0,0.001279412,0.285560351,0.011339767,0,0,7.53E-05,0.485419555,0,0,0,0.068632435,0,1,0.5,0.015559359,0,0.194597892,0.12620785,,,,,,
6644,0,0.001279412,0.285560351,0.011339767,0,0,7.53E-05,0.485419555,0,0,0,0.068632435,0,1,0.5,0.015559359,0,0.191958342,0.12620785,,,,,,
6645,0,0.001279412,0.285560351,0.011339767,0,0,7.53E-05,0.485419555,0,0,0,0.068632435,0,1,0.5,0.015559359,0,0.373382632,0.12620785,,,,,,
6646,0.058823529,0.008353996,0.502245626,0.071921693,0,1.81E-15,0.002730031,0.704043988,0,0.047619048,0.315789474,0.393950095,0,0.134887233,0.5,0.134277268,0.001614869,0.370157247,0.002389646,,,,,,
6649,0,0.001778436,0.3457105,0.017704128,0,0,3.63E-05,0.555537279,0,0,0,0.044839858,0,1,0.5,0.033297028,0.01918816,0.768593994,0.18446066,,,,,,
6650,0.019607843,0.005019384,0.438169441,0.039307377,0,6.00E-16,0.000223015,0.648025002,0,0.015873016,0.105263158,0.174617553,0,0.325711966,0.25,0.080908667,0,0.17997773,0.015985719,,,,,,
7693,0.058823529,0.012780205,0.496616068,0.185659018,0,1.81E-15,0.004078225,0.699814367,0,0.047619048,0.315789474,0.443781891,0,0.133058242,0.25,0.128675899,0,0.487117488,0.001804311,,,,,,
6651,0,0.003903947,0.343683593,0.021621232,0,0,0.002662167,0.554033414,0,0,0,0.058718861,0,1,0.5,0.035319745,0.015082472,0.772399571,0.145625453,,,,,,
6652,0.009803922,0.011550839,0.499161965,0.011948177,0,3.01E-16,0.002991667,0.703738515,0,0.007936508,0.052631579,0.080969327,0,0.494283975,0.25,0.12743115,0.056595241,0.794283226,0.052014237,,,,,,
6653,0,0.002020154,0.317128506,0.009893923,0,0,0.001022049,0.523979604,0,0,0,0.068632435,0,1,0.5,0.023961413,0,0.190824279,0.12620785,,,,,,
6654,0.019607843,0.003849625,0.417545494,0.02822097,0,6.00E-16,0.001148606,0.629555655,0,0.015873016,0.105263158,0.207422471,0,0.325711966,0.25,0.066905244,0,0.490879884,0.013215891,,,,,,
6655,0,0.002540297,0.357242131,0.01352449,0,0,0.001029626,0.568813591,0,0,0,0.054636801,0,1,0.5,0.03858721,0,0.380893924,0.155334255,,,,,,
6658,0,0.00110328,0.315285294,0.009933206,0,0,0.000190658,0.522428743,0,0,0,0.074733096,0,1,0.75,0.021627509,0.011109073,0.833551336,0.116499048,,,,,,
6659,0,0.00110328,0.315285294,0.009933206,0,0,0.000190658,0.522428743,0,0,0,0.074733096,0,1,0.75,0.021627509,0.007146742,0.775853571,0.116499048,,,,,,
6660,0,0.00110328,0.315285294,0.009933206,0,0,0.000190658,0.522428743,0,0,0,0.074733096,0,1,0.75,0.021627509,0,0.188798531,0.116499048,,,,,,
6701,0,0.000326323,0.227888878,0.104155205,0,0,8.41E-19,0.40994431,0,0,0,0.2113879,0,1,0.5,0.008713241,0,0.54760035,0.038828634,,,,,,
5619,0.009803922,0.000919026,0.296988425,0.061726783,0,3.01E-16,9.72E-05,0.498742863,0,0.007936508,0.052631579,0.220640569,0,0.494283975,0.5,0.020227167,0.02322902,0.7914265,0.018197431,,,,,,
6666,0.029411765,0.004376582,0.441233723,0.054754428,0,9.02E-16,0.000354693,0.650539277,0,0.023809524,0.157894737,0.243772242,0,0.241425962,0.25,0.08106426,0,0.18575435,0.008104579,,,,,,
6669,0.029411765,0.007321676,0.435738606,0.124127818,0,9.02E-16,0.002972569,0.646168668,0,0.023809524,0.157894737,0.373309609,0,0.241425962,0.25,0.079197137,0,0.180093883,0.003287931,,,,,,
6667,0,0.00161255,0.32998032,0.015901643,0,0,8.86E-05,0.538477806,0,0,0,0.051008304,0,1,0.5,0.029251595,0,0.180093883,0.165043056,,,,,,
6670,0.039215686,0.007018924,0.452007155,0.130155494,0,1.20E-15,0.003603752,0.660290904,0,0.031746032,0.210526316,0.400834355,0,0.190854359,0.25,0.092422592,0,0.745307594,0.002361209,,,,,,
